transaction_id,transaction_date,voucher_no,account_head,account_type,category,sub_category,party_name,payment_method,bank_name,reference,debit,credit,amount,remarks,created_by
510,2026-05-14,VCH-000510,Marketing & Sales Expenses,Expense,OPEX,Capital,Prime Services,Bank Transfer,Bkash,REF-7277-EsjS,34891.18,0.0,34891.18,Continue price speak culture lay you wish.,Managing Director
511,2026-05-25,VCH-000511,Managing Director Personal Expense,Equity,Drawings,Operations,Global Enterprises,Cash,Janata Bank,REF-0956-uZtk,6209.18,0.0,6209.18,Local service world reach.,Managing Director
512,2025-06-08,VCH-000512,Managing Director Personal Expense,Equity,Drawings,COGS,Innovate Ltd.,Nagad,Sonali Bank,REF-7025-wgph,37142.12,0.0,37142.12,Owner property fill reach election against thank.,Admin
513,2024-11-14,VCH-000513,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Green Energy Co.,Bank Transfer,Nagad,REF-2111-BhWf,62687.97,0.0,62687.97,This dinner tend west.,Managing Director
514,2025-02-22,VCH-000514,Salaries & Employee Benefits,Expense,OPEX,Expense,Prime Services,Bank Transfer,Rupali Bank,REF-8181-Tnrt,18967.46,0.0,18967.46,Skin media election yet.,Managing Director
515,2025-12-21,VCH-000515,Salaries & Employee Benefits,Expense,OPEX,COGS,Global Enterprises,Nagad,Janata Bank,REF-9625-CyQJ,81319.63,0.0,81319.63,Dark chair red knowledge new.,Finance Manager
516,2024-11-17,VCH-000516,Loan From Managing Director,Liability,Loan,Banking,Green Energy Co.,Nagad,Dutch Bangla Bank,REF-2023-FVcc,5563.29,0.0,5563.29,Social family responsibility head field north easy.,Managing Director
517,2025-03-18,VCH-000517,Investment Payment,Equity,Capital,Banking,Innovate Ltd.,Bkash,Bkash,REF-6086-nmEt,82576.49,0.0,82576.49,Sing college thus.,Managing Director
518,2026-03-06,VCH-000518,Miscellaneous Expenses,Expense,Other,Sales,ABC Corporation,Cheque,City Bank,REF-4853-wyvL,88143.78,0.0,88143.78,Trial moment note me senior themselves party rock.,Admin
519,2025-07-04,VCH-000519,Selling & Distribution Expenses,Expense,OPEX,Expense,Prime Services,Cash,Sonali Bank,REF-0184-yUVq,2199.97,0.0,2199.97,Lay control usually single.,Accounts Officer
520,2025-12-22,VCH-000520,Miscellaneous Expenses,Expense,Other,Operations,ABC Corporation,Bkash,Bkash,REF-3305-bFiY,91816.21,0.0,91816.21,Watch market suddenly foot.,Accounts Officer
521,2025-01-09,VCH-000521,Managing Director Personal Expense,Equity,Drawings,Banking,ABC Corporation,Bank Transfer,Nagad,REF-2629-qotf,5946.69,0.0,5946.69,Perform miss bag.,Admin
522,2025-09-24,VCH-000522,Salaries & Employee Benefits,Expense,OPEX,Capital,Tech Solutions,Bank Transfer,City Bank,REF-2031-Icet,33765.28,0.0,33765.28,Democratic down watch one consumer discuss.,Finance Manager
523,2025-11-07,VCH-000523,Investment Payment,Equity,Capital,Sales,Innovate Ltd.,Cheque,City Bank,REF-3709-QnvZ,29934.9,0.0,29934.9,Follow morning so reflect time.,Admin
524,2026-03-19,VCH-000524,Salaries & Employee Benefits,Expense,OPEX,Capital,Prime Services,Cheque,BRAC Bank,REF-6303-oGev,89198.82,0.0,89198.82,Include let military.,Finance Manager
525,2026-02-13,VCH-000525,Production or Cost of Goods Sold (COGS),Expense,COGS,Expense,Global Enterprises,Nagad,Dutch Bangla Bank,REF-5628-zXdK,82496.21,0.0,82496.21,Ever contain big true everything rich public.,Accounts Officer
526,2024-09-25,VCH-000526,Production or Cost of Goods Sold (COGS),Expense,COGS,Expense,ABC Corporation,Nagad,Sonali Bank,REF-7314-XftA,29859.32,0.0,29859.32,High sign more actually media.,Admin
527,2024-07-25,VCH-000527,Marketing & Sales Expenses,Expense,OPEX,Capital,Tech Solutions,Cheque,Sonali Bank,REF-8353-SQcA,61189.74,0.0,61189.74,Recent standard music mission stop.,Finance Manager
528,2025-12-17,VCH-000528,Loan From Managing Director,Liability,Loan,Banking,ABC Corporation,Nagad,Dutch Bangla Bank,REF-5041-KMnO,97665.2,0.0,97665.2,Around control surface attorney day bank name relate.,Managing Director
529,2025-12-25,VCH-000529,Loan From Managing Director,Liability,Loan,Sales,Prime Services,Bank Transfer,Nagad,REF-1290-FAOU,34749.29,0.0,34749.29,Student themselves treatment here task.,Accounts Officer
530,2025-07-07,VCH-000530,Cashout Charge,Expense,Bank Charge,Sales,Green Energy Co.,Cash,Sonali Bank,REF-0095-QcJo,35797.26,0.0,35797.26,Culture seek near.,Admin
531,2025-03-13,VCH-000531,Miscellaneous Expenses,Expense,Other,Expense,Tech Solutions,Bank Transfer,Dutch Bangla Bank,REF-1734-qKOz,31549.43,0.0,31549.43,All few serve next attack beyond hand would.,Managing Director
532,2024-11-30,VCH-000532,Investment Payment,Equity,Capital,Operations,ABC Corporation,Cheque,Rupali Bank,REF-6201-nAAL,20353.93,0.0,20353.93,Environment evening future how deep ask.,Admin
533,2025-02-20,VCH-000533,Managing Director Personal Expense,Equity,Drawings,Capital,Tech Solutions,Nagad,Rupali Bank,REF-7214-CMOm,13562.13,0.0,13562.13,Culture usually kind behind song east parent.,Managing Director
534,2025-04-01,VCH-000534,Managing Director Personal Expense,Equity,Drawings,Capital,XYZ Ltd.,Cheque,Nagad,REF-4079-APUB,47161.4,0.0,47161.4,Gas official only particularly the.,Admin
535,2025-08-11,VCH-000535,Product Sales,Revenue,Sales,COGS,Tech Solutions,Cheque,Bkash,REF-8022-SZGz,0.0,68760.24,68760.24,Yet four consider.,Admin
536,2025-11-07,VCH-000536,Financial Expenses,Expense,Finance,Expense,Prime Services,Bank Transfer,Rupali Bank,REF-4830-TIzO,48666.31,0.0,48666.31,Various laugh then recent.,Admin
537,2026-02-16,VCH-000537,Administrative Expenses,Expense,OPEX,Operations,Global Enterprises,Bank Transfer,Rupali Bank,REF-7703-nNiP,87975.42,0.0,87975.42,Choose western economy her.,Accounts Officer
538,2025-05-28,VCH-000538,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,XYZ Ltd.,Bank Transfer,City Bank,REF-8874-TghD,72463.09,0.0,72463.09,Begin music news music why sit similar.,Finance Manager
539,2025-12-25,VCH-000539,Marketing & Sales Expenses,Expense,OPEX,COGS,Prime Services,Nagad,Dutch Bangla Bank,REF-8530-ZKPM,97391.44,0.0,97391.44,Executive positive beautiful chance prepare.,Managing Director
540,2026-01-27,VCH-000540,Loan From Managing Director,Liability,Loan,Operations,Prime Services,Bkash,BRAC Bank,REF-1430-SdhT,38412.5,0.0,38412.5,Past others identify none author measure.,Admin
541,2025-04-01,VCH-000541,Marketing & Sales Expenses,Expense,OPEX,Operations,ABC Corporation,Cheque,Rupali Bank,REF-7550-grPg,92176.63,0.0,92176.63,For employee particular prove market.,Admin
542,2024-11-12,VCH-000542,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Innovate Ltd.,Cheque,Bkash,REF-7856-VnjB,70527.56,0.0,70527.56,Political fund support history.,Accounts Officer
543,2024-10-09,VCH-000543,Marketing & Sales Expenses,Expense,OPEX,Banking,Green Energy Co.,Bank Transfer,Janata Bank,REF-3820-LTEk,14231.46,0.0,14231.46,Bed strong democratic model back development side imagine.,Finance Manager
544,2026-05-30,VCH-000544,Cashout Charge,Expense,Bank Charge,Sales,ABC Corporation,Cheque,Janata Bank,REF-3272-lCqv,90129.7,0.0,90129.7,Note instead practice team wear study.,Managing Director
545,2026-04-14,VCH-000545,Marketing & Sales Expenses,Expense,OPEX,COGS,Global Enterprises,Cheque,Rupali Bank,REF-9872-PIlE,42732.46,0.0,42732.46,School hospital first rich child.,Finance Manager
546,2024-12-12,VCH-000546,Managing Director Personal Expense,Equity,Drawings,Capital,Tech Solutions,Cheque,City Bank,REF-8543-YsJD,69415.53,0.0,69415.53,Shoulder hot identify night leave yard not manage.,Admin
547,2025-11-06,VCH-000547,Administrative Expenses,Expense,OPEX,Expense,XYZ Ltd.,Bkash,Rupali Bank,REF-8819-sgKx,30987.26,0.0,30987.26,Into lose instead task.,Finance Manager
548,2025-12-17,VCH-000548,Investment Payment,Equity,Capital,Capital,Tech Solutions,Cheque,Nagad,REF-8201-HsRm,2837.44,0.0,2837.44,Turn less door keep.,Finance Manager
549,2024-07-14,VCH-000549,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Innovate Ltd.,Cheque,BRAC Bank,REF-3166-mntl,84766.95,0.0,84766.95,Game huge choice rest reduce soldier too.,Admin
550,2024-07-02,VCH-000550,Administrative Expenses,Expense,OPEX,Operations,Innovate Ltd.,Bank Transfer,Rupali Bank,REF-7148-eVEx,80920.71,0.0,80920.71,Soldier price occur task guess.,Managing Director
551,2025-05-02,VCH-000551,Marketing & Sales Expenses,Expense,OPEX,Sales,ABC Corporation,Nagad,City Bank,REF-9018-BoqS,39871.79,0.0,39871.79,Organization clear person resource because PM federal.,Accounts Officer
552,2026-01-07,VCH-000552,Selling & Distribution Expenses,Expense,OPEX,Operations,Innovate Ltd.,Bkash,Bkash,REF-8932-cyEw,53175.73,0.0,53175.73,Argue father hope above also.,Accounts Officer
553,2024-11-19,VCH-000553,Administrative Expenses,Expense,OPEX,Expense,Innovate Ltd.,Bkash,City Bank,REF-1350-NpHt,16235.47,0.0,16235.47,Month pay your police rich upon there simply.,Accounts Officer
554,2024-07-02,VCH-000554,Salaries & Employee Benefits,Expense,OPEX,Banking,Innovate Ltd.,Cheque,City Bank,REF-5486-rFFt,51639.44,0.0,51639.44,Story tough type candidate.,Admin
555,2025-03-05,VCH-000555,Salaries & Employee Benefits,Expense,OPEX,Sales,Innovate Ltd.,Cash,Nagad,REF-7782-piMt,89294.47,0.0,89294.47,Not mother campaign table smile serious face trade.,Finance Manager
556,2024-11-26,VCH-000556,Marketing & Sales Expenses,Expense,OPEX,COGS,XYZ Ltd.,Cash,Janata Bank,REF-9117-NPSa,63930.87,0.0,63930.87,Exactly reveal and despite.,Managing Director
557,2024-06-20,VCH-000557,Production or Cost of Goods Sold (COGS),Expense,COGS,Capital,Prime Services,Cheque,BRAC Bank,REF-3737-bQtV,44391.17,0.0,44391.17,Realize serious phone.,Finance Manager
558,2024-08-27,VCH-000558,Investment Payment,Equity,Capital,Capital,Prime Services,Nagad,Bkash,REF-2356-WsaU,73302.23,0.0,73302.23,Laugh Republican camera sell consider job later.,Admin
559,2024-12-21,VCH-000559,Cashout Charge,Expense,Bank Charge,COGS,Green Energy Co.,Bank Transfer,BRAC Bank,REF-2581-QFrd,15954.96,0.0,15954.96,Phone identify reveal.,Managing Director
560,2024-09-16,VCH-000560,Product Sales,Revenue,Sales,COGS,XYZ Ltd.,Bkash,Sonali Bank,REF-5916-WwkG,0.0,4019.62,4019.62,Put present strategy live public red everything life.,Accounts Officer
561,2026-02-25,VCH-000561,Selling & Distribution Expenses,Expense,OPEX,Capital,XYZ Ltd.,Cash,BRAC Bank,REF-5223-hORg,92800.35,0.0,92800.35,Part reach outside.,Managing Director
562,2024-09-05,VCH-000562,Administrative Expenses,Expense,OPEX,Sales,Prime Services,Bkash,Dutch Bangla Bank,REF-1870-FLsC,67174.19,0.0,67174.19,Mind particular sit behind still bar follow.,Managing Director
563,2025-05-07,VCH-000563,Investment Payment,Equity,Capital,COGS,Green Energy Co.,Bkash,City Bank,REF-2634-sAad,57120.21,0.0,57120.21,Visit generation region choice suffer.,Accounts Officer
564,2026-02-03,VCH-000564,Managing Director Personal Expense,Equity,Drawings,Expense,XYZ Ltd.,Bank Transfer,Bkash,REF-1220-EnZl,53978.24,0.0,53978.24,Though fire class wait.,Accounts Officer
565,2024-11-19,VCH-000565,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Green Energy Co.,Bkash,Bkash,REF-5135-Npic,70661.66,0.0,70661.66,Throughout argue house finish meeting story truth.,Admin
566,2025-06-05,VCH-000566,Investment Payment,Equity,Capital,Sales,Tech Solutions,Bkash,BRAC Bank,REF-6876-wIIf,70770.9,0.0,70770.9,Move sign position who I guy issue.,Accounts Officer
567,2026-02-17,VCH-000567,Depreciation & Amortization,Expense,Non-Cash,Banking,Innovate Ltd.,Nagad,Rupali Bank,REF-6759-ThAL,36492.8,0.0,36492.8,Film the police.,Admin
568,2026-05-05,VCH-000568,Packing Materials,Expense,COGS,Expense,Tech Solutions,Bkash,Janata Bank,REF-7407-pvQT,77060.27,0.0,77060.27,Relationship hard effect less man action get.,Accounts Officer
569,2025-08-04,VCH-000569,Loan From Managing Director,Liability,Loan,Capital,Tech Solutions,Cash,Nagad,REF-7060-KKmw,91206.68,0.0,91206.68,All property mother beautiful tough according.,Admin
570,2025-10-22,VCH-000570,Financial Expenses,Expense,Finance,Operations,XYZ Ltd.,Nagad,City Bank,REF-3753-Tiry,25728.51,0.0,25728.51,Career without look.,Finance Manager
571,2025-11-14,VCH-000571,Marketing & Sales Expenses,Expense,OPEX,Sales,Prime Services,Nagad,BRAC Bank,REF-2963-TDmO,62433.63,0.0,62433.63,Only region film.,Managing Director
572,2025-02-01,VCH-000572,Selling & Distribution Expenses,Expense,OPEX,Banking,Tech Solutions,Cash,Dutch Bangla Bank,REF-3098-StIZ,90412.99,0.0,90412.99,Live executive focus operation fly.,Admin
573,2026-02-08,VCH-000573,Selling & Distribution Expenses,Expense,OPEX,Expense,Prime Services,Nagad,Dutch Bangla Bank,REF-1120-cshW,95528.11,0.0,95528.11,Right effect cell lot meet question because.,Admin
574,2024-11-17,VCH-000574,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Innovate Ltd.,Bkash,Rupali Bank,REF-0353-AFGw,23445.05,0.0,23445.05,Color himself body together should consider water edge.,Admin
575,2024-10-13,VCH-000575,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Prime Services,Cheque,Rupali Bank,REF-8439-nTRD,15548.33,0.0,15548.33,Positive town meeting often avoid.,Admin
576,2024-11-21,VCH-000576,Salaries & Employee Benefits,Expense,OPEX,COGS,XYZ Ltd.,Nagad,Nagad,REF-2805-mXsI,53366.3,0.0,53366.3,Chance long always meet.,Managing Director
577,2024-06-08,VCH-000577,Depreciation & Amortization,Expense,Non-Cash,Banking,Green Energy Co.,Cash,Nagad,REF-9873-fEgA,62398.87,0.0,62398.87,As world than with central.,Finance Manager
578,2025-01-04,VCH-000578,Production or Cost of Goods Sold (COGS),Expense,COGS,Expense,Innovate Ltd.,Cheque,City Bank,REF-8512-iCbS,60024.74,0.0,60024.74,Turn thought education.,Managing Director
579,2026-05-18,VCH-000579,Managing Director Personal Expense,Equity,Drawings,Sales,Green Energy Co.,Bkash,Janata Bank,REF-9263-QFga,49094.35,0.0,49094.35,Campaign see project.,Finance Manager
580,2025-05-24,VCH-000580,Managing Director Personal Expense,Equity,Drawings,COGS,Tech Solutions,Cash,Rupali Bank,REF-2658-Mvjr,21487.15,0.0,21487.15,Want fund these learn behind.,Accounts Officer
581,2025-04-17,VCH-000581,Managing Director Personal Expense,Equity,Drawings,Sales,XYZ Ltd.,Cheque,City Bank,REF-2207-FEid,73577.4,0.0,73577.4,Cover color book price box.,Accounts Officer
582,2025-04-24,VCH-000582,Loan From Managing Director,Liability,Loan,COGS,Innovate Ltd.,Cash,Nagad,REF-8515-Fkcf,40418.21,0.0,40418.21,Land already student network tree try recently factor.,Admin
583,2026-05-12,VCH-000583,Salaries & Employee Benefits,Expense,OPEX,Capital,Green Energy Co.,Bkash,Nagad,REF-2822-QLCY,55955.66,0.0,55955.66,Yes tell customer place.,Managing Director
584,2025-02-06,VCH-000584,Selling & Distribution Expenses,Expense,OPEX,Capital,Green Energy Co.,Nagad,City Bank,REF-0295-ftGx,25037.36,0.0,25037.36,Go off far positive across.,Admin
585,2024-06-09,VCH-000585,Production or Cost of Goods Sold (COGS),Expense,COGS,Expense,ABC Corporation,Nagad,Rupali Bank,REF-5498-AAzM,74173.63,0.0,74173.63,Direction safe consider sit bank manage entire.,Finance Manager
586,2026-02-08,VCH-000586,Cashout Charge,Expense,Bank Charge,Sales,Innovate Ltd.,Cheque,Nagad,REF-3875-szMv,98558.61,0.0,98558.61,Add water letter already lawyer seek human activity.,Managing Director
587,2026-03-20,VCH-000587,Selling & Distribution Expenses,Expense,OPEX,COGS,XYZ Ltd.,Cash,Janata Bank,REF-0450-gUPy,71439.26,0.0,71439.26,During never today game soldier.,Accounts Officer
588,2024-07-06,VCH-000588,Administrative Expenses,Expense,OPEX,Banking,Global Enterprises,Nagad,Rupali Bank,REF-0052-hpbK,81675.78,0.0,81675.78,Tend special building.,Managing Director
589,2024-08-23,VCH-000589,Cashout Charge,Expense,Bank Charge,Operations,Global Enterprises,Bkash,Rupali Bank,REF-7652-qeEB,65433.45,0.0,65433.45,Us it worker appear rich south PM.,Managing Director
590,2025-03-19,VCH-000590,Cashout Charge,Expense,Bank Charge,Sales,Innovate Ltd.,Bank Transfer,Janata Bank,REF-3290-DJLL,66616.94,0.0,66616.94,Exactly day offer catch.,Accounts Officer
591,2025-06-24,VCH-000591,Product Sales,Revenue,Sales,Capital,XYZ Ltd.,Nagad,Janata Bank,REF-6444-dvLi,0.0,18666.39,18666.39,Wind decision prevent build three.,Managing Director
592,2024-09-06,VCH-000592,Investment Payment,Equity,Capital,Sales,Prime Services,Cash,City Bank,REF-0827-LWBO,5404.55,0.0,5404.55,Everything simple trade air.,Admin
593,2025-04-21,VCH-000593,Product Sales,Revenue,Sales,Sales,Green Energy Co.,Cash,Janata Bank,REF-5074-Ycif,0.0,32638.04,32638.04,Above generation between little hour author girl family.,Admin
594,2025-05-24,VCH-000594,Selling & Distribution Expenses,Expense,OPEX,COGS,ABC Corporation,Cash,Dutch Bangla Bank,REF-8451-YsUg,71902.65,0.0,71902.65,Congress course actually.,Managing Director
595,2025-03-02,VCH-000595,Miscellaneous Expenses,Expense,Other,Banking,Innovate Ltd.,Bank Transfer,Bkash,REF-1458-DigI,89829.69,0.0,89829.69,Must with natural happy certain.,Admin
596,2026-05-24,VCH-000596,Marketing & Sales Expenses,Expense,OPEX,Sales,Green Energy Co.,Bkash,Bkash,REF-9791-Ajvf,55741.68,0.0,55741.68,Future level control store she produce.,Admin
597,2024-11-27,VCH-000597,Loan From Managing Director,Liability,Loan,Operations,XYZ Ltd.,Nagad,Sonali Bank,REF-6158-NTae,57884.94,0.0,57884.94,Hear side soon inside.,Finance Manager
598,2025-07-04,VCH-000598,Cashout Charge,Expense,Bank Charge,Operations,ABC Corporation,Nagad,Bkash,REF-1050-zpkO,31176.12,0.0,31176.12,Might member color result group.,Admin
599,2025-09-11,VCH-000599,Production or Cost of Goods Sold (COGS),Expense,COGS,Sales,Prime Services,Bkash,Nagad,REF-2945-GRQg,91951.83,0.0,91951.83,Throughout open form.,Finance Manager
600,2024-09-10,VCH-000600,Salaries & Employee Benefits,Expense,OPEX,Capital,XYZ Ltd.,Bkash,Nagad,REF-0366-wbCi,54414.8,0.0,54414.8,General meeting message successful.,Managing Director
601,2024-07-05,VCH-000601,Production or Cost of Goods Sold (COGS),Expense,COGS,Expense,Tech Solutions,Nagad,Janata Bank,REF-4965-SlKp,44891.34,0.0,44891.34,Heart bring game writer.,Finance Manager
602,2026-02-09,VCH-000602,Managing Director Personal Expense,Equity,Drawings,Sales,Innovate Ltd.,Cheque,Rupali Bank,REF-4730-zYeQ,63162.51,0.0,63162.51,Peace will develop wide admit if training company.,Accounts Officer
603,2024-10-28,VCH-000603,Miscellaneous Expenses,Expense,Other,Expense,ABC Corporation,Bkash,Nagad,REF-3243-JoQR,68229.95,0.0,68229.95,Likely among help toward machine piece card.,Managing Director
604,2025-09-03,VCH-000604,Loan From Managing Director,Liability,Loan,Banking,ABC Corporation,Cash,Dutch Bangla Bank,REF-4745-zfTo,89481.79,0.0,89481.79,Forward send relationship.,Admin
605,2026-01-02,VCH-000605,Miscellaneous Expenses,Expense,Other,Expense,ABC Corporation,Bkash,Rupali Bank,REF-3340-gUaL,75051.64,0.0,75051.64,Thought act third improve attack best physical near.,Accounts Officer
606,2025-02-06,VCH-000606,Loan From Managing Director,Liability,Loan,Sales,Innovate Ltd.,Nagad,BRAC Bank,REF-1416-VrNs,50542.26,0.0,50542.26,Pattern structure control agency morning.,Accounts Officer
607,2025-11-22,VCH-000607,Loan From Managing Director,Liability,Loan,Operations,Innovate Ltd.,Bkash,Nagad,REF-2319-WMQc,33148.11,0.0,33148.11,Significant director support base us ahead.,Admin
608,2025-11-14,VCH-000608,Selling & Distribution Expenses,Expense,OPEX,Banking,XYZ Ltd.,Nagad,Nagad,REF-6510-dBZS,31288.89,0.0,31288.89,Inside one dark never gas interest.,Accounts Officer
609,2024-07-29,VCH-000609,Marketing & Sales Expenses,Expense,OPEX,Expense,Prime Services,Cheque,Dutch Bangla Bank,REF-4504-RVkU,54716.45,0.0,54716.45,Accept wide more detail contain.,Accounts Officer
610,2025-11-03,VCH-000610,Cashout Charge,Expense,Bank Charge,Banking,Green Energy Co.,Bank Transfer,City Bank,REF-2298-XDog,78614.68,0.0,78614.68,Guess yet responsibility information.,Accounts Officer
611,2025-05-12,VCH-000611,Managing Director Personal Expense,Equity,Drawings,Banking,Innovate Ltd.,Bkash,BRAC Bank,REF-5931-KggI,48306.51,0.0,48306.51,Entire treat policy friend sort environmental city.,Accounts Officer
612,2025-11-04,VCH-000612,Product Sales,Revenue,Sales,Sales,Global Enterprises,Cash,Nagad,REF-6517-SFZp,0.0,29190.74,29190.74,Crime never prevent claim whatever may poor.,Finance Manager
613,2025-05-10,VCH-000613,Managing Director Personal Expense,Equity,Drawings,Banking,Innovate Ltd.,Bkash,Rupali Bank,REF-0036-obkC,82029.0,0.0,82029.0,Drug here agree street him memory.,Accounts Officer
614,2026-04-17,VCH-000614,Financial Expenses,Expense,Finance,Capital,Innovate Ltd.,Bkash,Nagad,REF-6844-yQBV,77927.19,0.0,77927.19,Case rule both social.,Finance Manager
615,2025-03-09,VCH-000615,Marketing & Sales Expenses,Expense,OPEX,Capital,Global Enterprises,Bkash,City Bank,REF-7674-kcKt,46179.85,0.0,46179.85,Only together part serious enjoy bed prevent risk.,Managing Director
616,2024-12-04,VCH-000616,Cashout Charge,Expense,Bank Charge,Capital,XYZ Ltd.,Nagad,Bkash,REF-2998-XIDM,45244.25,0.0,45244.25,Least several body available.,Finance Manager
617,2024-06-12,VCH-000617,Managing Director Personal Expense,Equity,Drawings,Expense,Prime Services,Cheque,BRAC Bank,REF-6374-CbUa,72695.89,0.0,72695.89,Science person decision.,Finance Manager
618,2025-09-13,VCH-000618,Cashout Charge,Expense,Bank Charge,Expense,Green Energy Co.,Cheque,Dutch Bangla Bank,REF-1476-TOHV,11173.37,0.0,11173.37,Experience nothing management receive.,Managing Director
619,2024-12-10,VCH-000619,Product Sales,Revenue,Sales,COGS,Global Enterprises,Bank Transfer,Dutch Bangla Bank,REF-3668-HyZA,0.0,36025.62,36025.62,Detail cause itself explain into never.,Accounts Officer
620,2025-05-27,VCH-000620,Managing Director Personal Expense,Equity,Drawings,COGS,Green Energy Co.,Cheque,Sonali Bank,REF-1717-sZCJ,63917.35,0.0,63917.35,Knowledge strong her dinner above he.,Accounts Officer
621,2026-04-20,VCH-000621,Selling & Distribution Expenses,Expense,OPEX,COGS,Global Enterprises,Bkash,Rupali Bank,REF-4920-pMVA,12551.22,0.0,12551.22,Claim matter none school.,Admin
622,2024-10-10,VCH-000622,Managing Director Personal Expense,Equity,Drawings,Sales,Prime Services,Nagad,Rupali Bank,REF-5288-Zozy,986.2,0.0,986.2,Leg international hope response house feeling father enjoy.,Admin
623,2026-06-03,VCH-000623,Loan From Managing Director,Liability,Loan,COGS,XYZ Ltd.,Bkash,Janata Bank,REF-8724-nnvC,12239.03,0.0,12239.03,Stay feeling upon new.,Accounts Officer
624,2025-06-17,VCH-000624,Cashout Charge,Expense,Bank Charge,Capital,XYZ Ltd.,Bank Transfer,Rupali Bank,REF-3660-GIkX,10827.23,0.0,10827.23,Better bad science when into explain somebody.,Admin
625,2025-12-28,VCH-000625,Administrative Expenses,Expense,OPEX,Sales,Green Energy Co.,Bank Transfer,Sonali Bank,REF-9722-NexC,27404.75,0.0,27404.75,Blood rest also just believe air walk statement.,Admin
626,2024-06-29,VCH-000626,Miscellaneous Expenses,Expense,Other,Operations,Global Enterprises,Bank Transfer,Sonali Bank,REF-3106-oWQW,85899.94,0.0,85899.94,Recognize create effort study.,Managing Director
627,2025-10-22,VCH-000627,Packing Materials,Expense,COGS,Expense,ABC Corporation,Bank Transfer,Bkash,REF-5147-wbVT,46717.67,0.0,46717.67,Quickly population age back surface street trial.,Managing Director
628,2024-10-18,VCH-000628,Managing Director Personal Expense,Equity,Drawings,Operations,XYZ Ltd.,Nagad,Sonali Bank,REF-4356-CraO,23455.79,0.0,23455.79,Entire support animal floor statement card certainly.,Managing Director
629,2025-01-13,VCH-000629,Financial Expenses,Expense,Finance,Banking,Innovate Ltd.,Bkash,Nagad,REF-8096-avnd,45851.41,0.0,45851.41,Tough international for close sort recent shoulder.,Finance Manager
630,2025-09-03,VCH-000630,Miscellaneous Expenses,Expense,Other,Expense,Green Energy Co.,Nagad,Dutch Bangla Bank,REF-3597-AMbh,39874.23,0.0,39874.23,Fly site woman bed such.,Accounts Officer
631,2024-08-23,VCH-000631,Salaries & Employee Benefits,Expense,OPEX,Banking,ABC Corporation,Nagad,BRAC Bank,REF-0013-phPn,79793.53,0.0,79793.53,Quickly according try.,Finance Manager
632,2024-12-21,VCH-000632,Packing Materials,Expense,COGS,COGS,XYZ Ltd.,Bkash,City Bank,REF-4800-mDYd,27881.77,0.0,27881.77,Learn quickly rest cover great.,Accounts Officer
633,2025-11-20,VCH-000633,Managing Director Personal Expense,Equity,Drawings,Sales,Innovate Ltd.,Bank Transfer,Nagad,REF-3736-HBVm,95989.15,0.0,95989.15,Crime cell however month.,Finance Manager
634,2025-02-15,VCH-000634,Investment Payment,Equity,Capital,Sales,Tech Solutions,Cheque,Sonali Bank,REF-9249-xeOn,29928.68,0.0,29928.68,Yard customer away whom movie cell picture.,Admin
635,2026-01-19,VCH-000635,Marketing & Sales Expenses,Expense,OPEX,Sales,Innovate Ltd.,Nagad,Dutch Bangla Bank,REF-8393-LIRc,89125.06,0.0,89125.06,Individual training list black say interesting truth music.,Admin
636,2025-12-25,VCH-000636,Cashout Charge,Expense,Bank Charge,Sales,Green Energy Co.,Cheque,Bkash,REF-3194-uEVA,86566.81,0.0,86566.81,Happy sit six car marriage step.,Finance Manager
637,2024-06-11,VCH-000637,Marketing & Sales Expenses,Expense,OPEX,Capital,ABC Corporation,Bank Transfer,Rupali Bank,REF-6468-nPPF,22616.25,0.0,22616.25,Now nature while explain.,Accounts Officer
638,2026-01-19,VCH-000638,Depreciation & Amortization,Expense,Non-Cash,Banking,Innovate Ltd.,Cash,Janata Bank,REF-4437-qeBo,24821.52,0.0,24821.52,Late case trial home nearly group.,Accounts Officer
639,2025-04-29,VCH-000639,Investment Payment,Equity,Capital,Capital,Green Energy Co.,Cash,Dutch Bangla Bank,REF-3750-JTyB,7087.1,0.0,7087.1,Across her hospital huge right.,Finance Manager
640,2024-06-21,VCH-000640,Salaries & Employee Benefits,Expense,OPEX,Operations,Green Energy Co.,Cheque,Rupali Bank,REF-1191-qqaw,78789.98,0.0,78789.98,Media agent college.,Accounts Officer
641,2025-08-09,VCH-000641,Packing Materials,Expense,COGS,Operations,Prime Services,Bank Transfer,Sonali Bank,REF-0600-HnmW,42408.48,0.0,42408.48,Suffer blood fall camera ask travel.,Managing Director
642,2025-09-14,VCH-000642,Production or Cost of Goods Sold (COGS),Expense,COGS,Expense,XYZ Ltd.,Bank Transfer,Bkash,REF-3108-wmEn,9957.76,0.0,9957.76,Be agreement once various.,Finance Manager
